[BrakeControllerBridge @ factory.py:85][DEBUG] 2019-03-01 00:40:48,623: Logging to: logs/2019_Mar_01/BrakeControllerBridge/00_40_48.log
[BrakeControllerBridge @ brake_controller_bridge.py:31][DEBUG] 2019-03-01 00:40:54,174: start_packet: 'Packet(receive_time=1551418854.1741657, timestamp=0, name=first_packet, sequence_num=0, data=[30.0, 0.0, 0.0], global_sequence_num=-1)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:40:54,318: packet: 'Packet(receive_time=1551418854.316423, timestamp=5.092736, name=brake, sequence_num=0, data=[1.1, 12.02, 10.8, 131.2, 0.0, 0, 0.0], global_sequence_num=0)'
[DEBUG, 1551418973.5848799]: Packet(receive_time=1551418973.5848799, timestamp=124.466276, name=brake, sequence_num=0, data=[32.57, 11.95, 338.8, 4170.4, 11.98, 0, 356.04], global_sequence_num=1177)
[DEBUG, 1551418973.688071]: Packet(receive_time=1551418973.688071, timestamp=124.569452, name=brake, sequence_num=0, data=[35.15, 11.94, 350.4, 4194.4, 11.98, 177, 356.04], global_sequence_num=1178)
[DEBUG, 1551418973.78919]: Packet(receive_time=1551418973.78919, timestamp=124.670052, name=brake, sequence_num=0, data=[33.07, 11.94, 342.8, 4168.0, 11.98, 33, 356.04], global_sequence_num=1179)
[DEBUG, 1551418973.889504]: Packet(receive_time=1551418973.889504, timestamp=124.77054, name=brake, sequence_num=0, data=[35.91, 11.94, 354.4, 4178.4, 11.98, 255, 356.04], global_sequence_num=1180)
[DEBUG, 1551418973.992801]: Packet(receive_time=1551418973.992801, timestamp=124.87368, name=brake, sequence_num=0, data=[34.51, 11.95, 347.92, 4178.4, 11.98, 127, 356.04], global_sequence_num=1181)
[DEBUG, 1551418974.0934463]: Packet(receive_time=1551418974.0934463, timestamp=124.974264, name=brake, sequence_num=0, data=[35.86, 11.94, 354.32, 4164.0, 11.98, 255, 356.04], global_sequence_num=1182)
[DEBUG, 1551418974.193356]: Packet(receive_time=1551418974.193356, timestamp=125.074824, name=brake, sequence_num=0, data=[36.0, 11.94, 356.6, 4186.4, 11.98, 253, 356.04], global_sequence_num=1183)
[DEBUG, 1551418974.2945585]: Packet(receive_time=1551418974.2945585, timestamp=125.176564, name=brake, sequence_num=0, data=[32.52, 11.95, 335.32, 4084.0, 11.98, 0, 347.98], global_sequence_num=1184)
[DEBUG, 1551418974.395456]: Packet(receive_time=1551418974.395456, timestamp=125.277268, name=brake, sequence_num=0, data=[35.23, 11.94, 346.6, 4072.8, 11.98, 241, 347.98], global_sequence_num=1185)
[DEBUG, 1551418974.49898]: Packet(receive_time=1551418974.49898, timestamp=125.380512, name=brake, sequence_num=0, data=[33.23, 11.95, 340.52, 4132.8, 11.98, 53, 347.98], global_sequence_num=1186)
[DEBUG, 1551418974.5990062]: Packet(receive_time=1551418974.5990062, timestamp=125.481064, name=brake, sequence_num=0, data=[35.02, 11.95, 344.32, 4032.8, 11.98, 255, 347.98], global_sequence_num=1187)
[DEBUG, 1551418974.6992493]: Packet(receive_time=1551418974.6992493, timestamp=125.58162, name=brake, sequence_num=0, data=[34.31, 11.95, 340.2, 4052.8, 11.98, 179, 347.98], global_sequence_num=1188)
[DEBUG, 1551418974.803024]: Packet(receive_time=1551418974.803024, timestamp=125.684868, name=brake, sequence_num=0, data=[34.88, 11.95, 348.12, 4112.8, 11.98, 211, 347.98], global_sequence_num=1189)
[DEBUG, 1551418974.9054396]: Packet(receive_time=1551418974.9054396, timestamp=125.788064, name=brake, sequence_num=0, data=[34.22, 11.94, 341.4, 4087.2, 11.98, 167, 347.98], global_sequence_num=1190)
[DEBUG, 1551418975.0059683]: Packet(receive_time=1551418975.0059683, timestamp=125.888608, name=brake, sequence_num=0, data=[33.71, 11.95, 343.52, 4114.4, 11.98, 101, 347.98], global_sequence_num=1191)
[DEBUG, 1551418975.1096687]: Packet(receive_time=1551418975.1096687, timestamp=125.9918, name=brake, sequence_num=0, data=[34.54, 11.95, 341.92, 4075.2, 11.99, 193, 347.98], global_sequence_num=1192)
[DEBUG, 1551418975.2098467]: Packet(receive_time=1551418975.2098467, timestamp=126.092348, name=brake, sequence_num=0, data=[34.08, 11.95, 341.72, 4122.4, 11.98, 161, 347.98], global_sequence_num=1193)
[DEBUG, 1551418975.3098822]: Packet(receive_time=1551418975.3098822, timestamp=126.1929, name=brake, sequence_num=0, data=[33.04, 11.95, 338.2, 4076.8, 11.98, 83, 347.98], global_sequence_num=1194)
[DEBUG, 1551418975.4136395]: Packet(receive_time=1551418975.4136395, timestamp=126.296112, name=brake, sequence_num=0, data=[34.76, 11.95, 341.12, 4018.4, 11.99, 255, 347.98], global_sequence_num=1195)
[DEBUG, 1551418975.514678]: Packet(receive_time=1551418975.514678, timestamp=126.396628, name=brake, sequence_num=0, data=[33.53, 11.95, 339.4, 4087.2, 11.98, 119, 347.98], global_sequence_num=1196)
[DEBUG, 1551418975.6180646]: Packet(receive_time=1551418975.6180646, timestamp=126.4999, name=brake, sequence_num=0, data=[34.86, 11.94, 342.92, 4068.8, 11.98, 241, 347.98], global_sequence_num=1197)
[DEBUG, 1551418975.7170475]: Packet(receive_time=1551418975.7170475, timestamp=126.600316, name=brake, sequence_num=0, data=[33.72, 11.94, 341.92, 4112.8, 11.97, 121, 347.98], global_sequence_num=1198)
[DEBUG, 1551418975.8208632]: Packet(receive_time=1551418975.8208632, timestamp=126.703544, name=brake, sequence_num=0, data=[34.71, 11.94, 345.92, 4126.4, 11.98, 187, 347.98], global_sequence_num=1199)
[DEBUG, 1551418975.921165]: Packet(receive_time=1551418975.921165, timestamp=126.804092, name=brake, sequence_num=0, data=[33.22, 11.95, 338.72, 4106.4, 11.98, 49, 347.98], global_sequence_num=1200)
[DEBUG, 1551418976.02121]: Packet(receive_time=1551418976.02121, timestamp=126.90458, name=brake, sequence_num=0, data=[34.45, 11.95, 342.92, 4059.2, 11.98, 215, 347.98], global_sequence_num=1201)
[DEBUG, 1551418976.1243093]: Packet(receive_time=1551418976.1243093, timestamp=127.007744, name=brake, sequence_num=0, data=[33.69, 11.95, 340.12, 4093.6, 11.98, 125, 347.98], global_sequence_num=1202)
[DEBUG, 1551418976.2249703]: Packet(receive_time=1551418976.2249703, timestamp=127.108304, name=brake, sequence_num=0, data=[34.88, 11.94, 346.72, 4108.8, 11.98, 211, 347.98], global_sequence_num=1203)
[DEBUG, 1551418976.325429]: Packet(receive_time=1551418976.325429, timestamp=127.2091, name=brake, sequence_num=0, data=[33.1, 11.95, 336.32, 4018.4, 11.98, 126, 339.92], global_sequence_num=1204)
[DEBUG, 1551418976.4270802]: Packet(receive_time=1551418976.4270802, timestamp=127.309916, name=brake, sequence_num=0, data=[34.44, 11.95, 339.12, 4009.6, 11.98, 237, 339.92], global_sequence_num=1205)
[DEBUG, 1551418976.5273423]: Packet(receive_time=1551418976.5273423, timestamp=127.41044, name=brake, sequence_num=0, data=[33.91, 11.95, 337.12, 3971.2, 11.98, 222, 339.92], global_sequence_num=1206)
[DEBUG, 1551418976.6300848]: Packet(receive_time=1551418976.6300848, timestamp=127.513628, name=brake, sequence_num=0, data=[33.78, 11.95, 335.92, 3992.8, 11.98, 192, 339.92], global_sequence_num=1207)
[DEBUG, 1551418976.7300427]: Packet(receive_time=1551418976.7300427, timestamp=127.614168, name=brake, sequence_num=0, data=[33.89, 11.95, 337.2, 4015.2, 11.98, 177, 339.92], global_sequence_num=1208)
[DEBUG, 1551418976.8306212]: Packet(receive_time=1551418976.8306212, timestamp=127.71458, name=brake, sequence_num=0, data=[32.96, 11.95, 337.12, 4024.0, 11.98, 84, 339.92], global_sequence_num=1209)
[DEBUG, 1551418976.9339485]: Packet(receive_time=1551418976.9339485, timestamp=127.817768, name=brake, sequence_num=0, data=[32.23, 11.95, 331.8, 4030.4, 11.98, 45, 339.92], global_sequence_num=1210)
[DEBUG, 1551418977.034399]: Packet(receive_time=1551418977.034399, timestamp=127.918256, name=brake, sequence_num=0, data=[33.09, 11.95, 335.4, 4028.0, 11.98, 117, 339.92], global_sequence_num=1211)
[DEBUG, 1551418977.1344333]: Packet(receive_time=1551418977.1344333, timestamp=128.018856, name=brake, sequence_num=0, data=[33.89, 11.94, 336.0, 3996.8, 11.99, 201, 339.92], global_sequence_num=1212)
[DEBUG, 1551418977.238371]: Packet(receive_time=1551418977.238371, timestamp=128.122072, name=brake, sequence_num=0, data=[33.23, 11.95, 332.8, 3980.8, 11.98, 162, 339.92], global_sequence_num=1213)
[DEBUG, 1551418977.3380694]: Packet(receive_time=1551418977.3380694, timestamp=128.222524, name=brake, sequence_num=0, data=[34.22, 11.95, 334.52, 3960.0, 11.98, 237, 339.92], global_sequence_num=1214)
[DEBUG, 1551418977.4414804]: Packet(receive_time=1551418977.4414804, timestamp=128.325736, name=brake, sequence_num=0, data=[34.3, 11.95, 335.2, 3952.0, 11.98, 255, 339.92], global_sequence_num=1215)
[DEBUG, 1551418977.5451698]: Packet(receive_time=1551418977.5451698, timestamp=128.428944, name=brake, sequence_num=0, data=[34.38, 11.95, 338.8, 4044.0, 11.98, 198, 339.92], global_sequence_num=1216)
[DEBUG, 1551418977.6451883]: Packet(receive_time=1551418977.6451883, timestamp=128.529488, name=brake, sequence_num=0, data=[33.75, 11.95, 334.8, 3972.8, 11.98, 201, 339.92], global_sequence_num=1217)
[DEBUG, 1551418977.7456734]: Packet(receive_time=1551418977.7456734, timestamp=128.630036, name=brake, sequence_num=0, data=[34.27, 11.95, 342.72, 4025.6, 11.98, 201, 339.92], global_sequence_num=1218)
[DEBUG, 1551418977.8484356]: Packet(receive_time=1551418977.8484356, timestamp=128.73324, name=brake, sequence_num=0, data=[34.3, 11.95, 338.12, 3954.4, 11.98, 255, 339.92], global_sequence_num=1219)
[DEBUG, 1551418977.9492714]: Packet(receive_time=1551418977.9492714, timestamp=128.833756, name=brake, sequence_num=0, data=[34.29, 11.95, 335.32, 3970.4, 11.98, 249, 339.92], global_sequence_num=1220)
[DEBUG, 1551418978.0525548]: Packet(receive_time=1551418978.0525548, timestamp=128.936884, name=brake, sequence_num=0, data=[32.72, 11.95, 332.32, 4026.4, 11.98, 78, 339.92], global_sequence_num=1221)
[DEBUG, 1551418978.152538]: Packet(receive_time=1551418978.152538, timestamp=129.03742, name=brake, sequence_num=0, data=[32.73, 11.95, 333.8, 4030.4, 11.98, 84, 339.92], global_sequence_num=1222)
[DEBUG, 1551418978.255542]: Packet(receive_time=1551418978.255542, timestamp=129.140612, name=brake, sequence_num=0, data=[33.51, 11.95, 332.12, 3932.0, 11.98, 216, 339.92], global_sequence_num=1223)
[DEBUG, 1551418978.3569582]: Packet(receive_time=1551418978.3569582, timestamp=129.241592, name=brake, sequence_num=0, data=[32.41, 11.95, 324.0, 3906.4, 11.98, 154, 331.86], global_sequence_num=1224)
[DEBUG, 1551418978.4572675]: Packet(receive_time=1551418978.4572675, timestamp=129.342116, name=brake, sequence_num=0, data=[31.8, 11.95, 323.52, 3915.2, 11.98, 82, 331.86], global_sequence_num=1225)
[DEBUG, 1551418978.5576074]: Packet(receive_time=1551418978.5576074, timestamp=129.442908, name=brake, sequence_num=0, data=[32.26, 11.95, 320.92, 3862.4, 11.98, 142, 331.86], global_sequence_num=1226)
[DEBUG, 1551418978.6574318]: Packet(receive_time=1551418978.6574318, timestamp=129.543432, name=brake, sequence_num=0, data=[32.38, 11.95, 329.12, 3966.4, 11.98, 82, 331.86], global_sequence_num=1227)
[DEBUG, 1551418978.7606215]: Packet(receive_time=1551418978.7606215, timestamp=129.646584, name=brake, sequence_num=0, data=[33.82, 11.95, 330.4, 3900.8, 11.98, 255, 331.86], global_sequence_num=1228)
[DEBUG, 1551418978.8620908]: Packet(receive_time=1551418978.8620908, timestamp=129.74714, name=brake, sequence_num=0, data=[32.02, 11.95, 324.32, 3935.2, 11.98, 76, 331.86], global_sequence_num=1229)
[DEBUG, 1551418978.9623406]: Packet(receive_time=1551418978.9623406, timestamp=129.847744, name=brake, sequence_num=0, data=[31.35, 11.95, 323.4, 3952.0, 11.98, 34, 331.86], global_sequence_num=1230)
[DEBUG, 1551418979.0628226]: Packet(receive_time=1551418979.0628226, timestamp=129.94876, name=brake, sequence_num=0, data=[32.35, 11.95, 326.2, 3937.6, 11.98, 109, 331.86], global_sequence_num=1231)
[DEBUG, 1551418979.1657708]: Packet(receive_time=1551418979.1657708, timestamp=130.05194, name=brake, sequence_num=0, data=[32.5, 11.95, 327.0, 3917.6, 11.98, 139, 331.86], global_sequence_num=1232)
[DEBUG, 1551418979.2663586]: Packet(receive_time=1551418979.2663586, timestamp=130.152508, name=brake, sequence_num=0, data=[30.47, 11.95, 317.0, 3849.6, 11.98, 0, 331.86], global_sequence_num=1233)
[DEBUG, 1551418979.367099]: Packet(receive_time=1551418979.367099, timestamp=130.253032, name=brake, sequence_num=0, data=[32.04, 11.95, 325.6, 3895.2, 11.98, 100, 331.86], global_sequence_num=1234)
[DEBUG, 1551418979.470527]: Packet(receive_time=1551418979.470527, timestamp=130.356304, name=brake, sequence_num=0, data=[33.92, 11.95, 332.0, 3919.2, 11.98, 244, 331.86], global_sequence_num=1235)
[DEBUG, 1551418979.57124]: Packet(receive_time=1551418979.57124, timestamp=130.456852, name=brake, sequence_num=0, data=[32.08, 11.96, 324.12, 3942.4, 11.99, 118, 331.86], global_sequence_num=1236)
[DEBUG, 1551418979.6745596]: Packet(receive_time=1551418979.6745596, timestamp=130.56006, name=brake, sequence_num=0, data=[33.28, 11.95, 326.92, 3847.2, 11.99, 255, 331.86], global_sequence_num=1237)
[DEBUG, 1551418979.7745812]: Packet(receive_time=1551418979.7745812, timestamp=130.660676, name=brake, sequence_num=0, data=[32.06, 11.95, 325.92, 3966.4, 11.98, 67, 331.86], global_sequence_num=1238)
[DEBUG, 1551418979.8778253]: Packet(receive_time=1551418979.8778253, timestamp=130.763856, name=brake, sequence_num=0, data=[33.65, 11.95, 328.8, 3843.2, 11.98, 255, 331.86], global_sequence_num=1239)
[DEBUG, 1551418979.9783418]: Packet(receive_time=1551418979.9783418, timestamp=130.864452, name=brake, sequence_num=0, data=[32.66, 11.95, 328.2, 3929.6, 11.99, 139, 331.86], global_sequence_num=1240)
[DEBUG, 1551418980.077772]: Packet(receive_time=1551418980.077772, timestamp=130.964976, name=brake, sequence_num=0, data=[31.04, 11.95, 323.52, 3932.0, 11.98, 0, 331.86], global_sequence_num=1241)
[DEBUG, 1551418980.1787362]: Packet(receive_time=1551418980.1787362, timestamp=131.065952, name=brake, sequence_num=0, data=[33.03, 11.95, 328.32, 3960.8, 11.98, 175, 331.86], global_sequence_num=1242)
[DEBUG, 1551418980.2792976]: Packet(receive_time=1551418980.2792976, timestamp=131.16644, name=brake, sequence_num=0, data=[32.52, 11.95, 326.2, 3894.4, 11.98, 148, 331.86], global_sequence_num=1243)
[DEBUG, 1551418980.3803775]: Packet(receive_time=1551418980.3803775, timestamp=131.267668, name=brake, sequence_num=0, data=[32.17, 11.95, 319.92, 3849.6, 11.98, 145, 324.85], global_sequence_num=1244)
[DEBUG, 1551418980.484301]: Packet(receive_time=1551418980.484301, timestamp=131.370896, name=brake, sequence_num=0, data=[32.6, 11.95, 317.72, 3736.0, 11.98, 255, 324.85], global_sequence_num=1245)
[DEBUG, 1551418980.5838976]: Packet(receive_time=1551418980.5838976, timestamp=131.47146, name=brake, sequence_num=0, data=[29.91, 11.96, 312.0, 3826.4, 11.98, 0, 324.85], global_sequence_num=1246)
[DEBUG, 1551418980.68751]: Packet(receive_time=1551418980.68751, timestamp=131.574624, name=brake, sequence_num=0, data=[31.22, 11.95, 315.52, 3837.6, 11.99, 87, 324.85], global_sequence_num=1247)
[DEBUG, 1551418980.7880235]: Packet(receive_time=1551418980.7880235, timestamp=131.675236, name=brake, sequence_num=0, data=[33.35, 11.95, 325.52, 3828.8, 11.98, 255, 324.85], global_sequence_num=1248)
[DEBUG, 1551418980.8890195]: Packet(receive_time=1551418980.8890195, timestamp=131.775864, name=brake, sequence_num=0, data=[30.99, 11.95, 318.6, 3827.2, 11.98, 67, 324.85], global_sequence_num=1249)
[log buffer end]
[BrakeControllerBridge @ node.py:84][DEBUG] 2019-03-01 00:43:01,135: logging message buffer (len=16450)
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,139: packet: 'Packet(receive_time=1551418980.992153, timestamp=131.879108, name=brake, sequence_num=0, data=[32.7, 11.95, 321.12, 3836.8, 11.98, 241, 324.85], global_sequence_num=1250)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,140: packet: 'Packet(receive_time=1551418981.0923584, timestamp=131.979664, name=brake, sequence_num=0, data=[31.83, 11.95, 320.4, 3869.6, 11.98, 105, 324.85], global_sequence_num=1251)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,195: packet: 'Packet(receive_time=1551418981.1947565, timestamp=132.082904, name=brake, sequence_num=0, data=[32.79, 11.95, 320.4, 3806.4, 11.98, 255, 324.85], global_sequence_num=1252)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,299: packet: 'Packet(receive_time=1551418981.2984643, timestamp=132.186152, name=brake, sequence_num=0, data=[31.34, 11.95, 319.72, 3860.0, 11.98, 81, 324.85], global_sequence_num=1253)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,555: packet: 'Packet(receive_time=1551418981.3988118, timestamp=132.286676, name=brake, sequence_num=0, data=[32.89, 11.95, 321.2, 3786.4, 11.98, 255, 324.85], global_sequence_num=1254)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,556: packet: 'Packet(receive_time=1551418981.5025387, timestamp=132.389924, name=brake, sequence_num=0, data=[31.99, 11.95, 320.72, 3828.8, 11.98, 163, 324.85], global_sequence_num=1255)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,603: packet: 'Packet(receive_time=1551418981.6027043, timestamp=132.490504, name=brake, sequence_num=0, data=[31.65, 11.95, 320.8, 3851.2, 11.98, 97, 324.85], global_sequence_num=1256)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,706: packet: 'Packet(receive_time=1551418981.7052903, timestamp=132.593712, name=brake, sequence_num=0, data=[32.67, 11.95, 320.4, 3767.2, 11.98, 255, 324.85], global_sequence_num=1257)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,958: packet: 'Packet(receive_time=1551418981.8059762, timestamp=132.694292, name=brake, sequence_num=0, data=[32.66, 11.95, 322.2, 3829.6, 11.98, 241, 324.85], global_sequence_num=1258)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:01,959: packet: 'Packet(receive_time=1551418981.9061975, timestamp=132.794856, name=brake, sequence_num=0, data=[32.91, 11.95, 323.2, 3844.8, 11.98, 195, 324.85], global_sequence_num=1259)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,008: packet: 'Packet(receive_time=1551418982.0080574, timestamp=132.895828, name=brake, sequence_num=0, data=[32.46, 11.95, 320.8, 3779.2, 11.98, 243, 324.85], global_sequence_num=1260)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,111: packet: 'Packet(receive_time=1551418982.1103258, timestamp=132.999028, name=brake, sequence_num=0, data=[30.46, 11.96, 314.4, 3804.8, 11.98, 37, 324.85], global_sequence_num=1261)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,359: packet: 'Packet(receive_time=1551418982.211302, timestamp=133.099564, name=brake, sequence_num=0, data=[31.12, 11.95, 316.52, 3836.8, 11.99, 63, 324.85], global_sequence_num=1262)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,360: packet: 'Packet(receive_time=1551418982.312244, timestamp=133.200956, name=brake, sequence_num=0, data=[31.77, 11.96, 317.8, 3765.6, 11.98, 170, 318.81], global_sequence_num=1263)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,413: packet: 'Packet(receive_time=1551418982.4126694, timestamp=133.301528, name=brake, sequence_num=0, data=[32.46, 11.96, 317.32, 3738.4, 11.99, 255, 318.81], global_sequence_num=1264)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,516: packet: 'Packet(receive_time=1551418982.5158303, timestamp=133.404748, name=brake, sequence_num=0, data=[31.06, 11.96, 312.52, 3755.2, 11.99, 116, 318.81], global_sequence_num=1265)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,771: packet: 'Packet(receive_time=1551418982.6165779, timestamp=133.505316, name=brake, sequence_num=0, data=[31.5, 11.95, 312.6, 3751.2, 11.99, 194, 318.81], global_sequence_num=1266)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,772: packet: 'Packet(receive_time=1551418982.7167065, timestamp=133.60586, name=brake, sequence_num=0, data=[31.17, 11.95, 311.32, 3714.4, 11.98, 152, 318.81], global_sequence_num=1267)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,819: packet: 'Packet(receive_time=1551418982.818231, timestamp=133.706852, name=brake, sequence_num=0, data=[31.63, 11.95, 311.6, 3697.6, 11.98, 198, 318.81], global_sequence_num=1268)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:02,921: packet: 'Packet(receive_time=1551418982.9204175, timestamp=133.810056, name=brake, sequence_num=0, data=[30.66, 11.96, 311.4, 3750.4, 11.98, 96, 318.81], global_sequence_num=1269)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,168: packet: 'Packet(receive_time=1551418983.0211926, timestamp=133.910636, name=brake, sequence_num=0, data=[31.48, 11.95, 314.2, 3746.4, 11.99, 168, 318.81], global_sequence_num=1270)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,168: packet: 'Packet(receive_time=1551418983.1239872, timestamp=134.01384, name=brake, sequence_num=0, data=[30.87, 11.96, 310.8, 3726.4, 11.98, 138, 318.81], global_sequence_num=1271)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,225: packet: 'Packet(receive_time=1551418983.2251365, timestamp=134.11442, name=brake, sequence_num=0, data=[31.3, 11.95, 314.2, 3777.6, 11.99, 126, 318.81], global_sequence_num=1272)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,328: packet: 'Packet(receive_time=1551418983.3277526, timestamp=134.217616, name=brake, sequence_num=0, data=[32.11, 11.96, 318.2, 3800.0, 11.98, 168, 318.81], global_sequence_num=1273)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,581: packet: 'Packet(receive_time=1551418983.4280856, timestamp=134.31818, name=brake, sequence_num=0, data=[30.82, 11.96, 311.92, 3763.2, 11.99, 84, 318.81], global_sequence_num=1274)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,582: packet: 'Packet(receive_time=1551418983.5293512, timestamp=134.418708, name=brake, sequence_num=0, data=[30.97, 11.95, 315.52, 3812.8, 11.99, 72, 318.81], global_sequence_num=1275)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,632: packet: 'Packet(receive_time=1551418983.6321986, timestamp=134.521892, name=brake, sequence_num=0, data=[31.99, 11.96, 315.52, 3757.6, 11.98, 182, 318.81], global_sequence_num=1276)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,732: packet: 'Packet(receive_time=1551418983.7324007, timestamp=134.622432, name=brake, sequence_num=0, data=[31.29, 11.96, 312.4, 3747.2, 11.99, 132, 318.81], global_sequence_num=1277)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,984: packet: 'Packet(receive_time=1551418983.8361647, timestamp=134.725672, name=brake, sequence_num=0, data=[32.04, 11.95, 315.52, 3724.8, 11.99, 216, 318.81], global_sequence_num=1278)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:03,985: packet: 'Packet(receive_time=1551418983.9365587, timestamp=134.826196, name=brake, sequence_num=0, data=[32.09, 11.95, 314.4, 3716.0, 11.98, 224, 318.81], global_sequence_num=1279)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,037: packet: 'Packet(receive_time=1551418984.036851, timestamp=134.92676, name=brake, sequence_num=0, data=[32.14, 11.96, 315.8, 3714.4, 11.98, 242, 318.81], global_sequence_num=1280)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,140: packet: 'Packet(receive_time=1551418984.1398246, timestamp=135.029976, name=brake, sequence_num=0, data=[32.33, 11.96, 316.0, 3696.0, 11.99, 255, 318.81], global_sequence_num=1281)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,387: packet: 'Packet(receive_time=1551418984.242366, timestamp=135.133236, name=brake, sequence_num=0, data=[30.35, 11.96, 308.2, 3726.4, 11.99, 62, 318.81], global_sequence_num=1282)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,388: packet: 'Packet(receive_time=1551418984.3440225, timestamp=135.234644, name=brake, sequence_num=0, data=[31.86, 11.95, 310.2, 3666.4, 11.99, 244, 312.76], global_sequence_num=1283)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,445: packet: 'Packet(receive_time=1551418984.4444664, timestamp=135.335212, name=brake, sequence_num=0, data=[31.61, 11.96, 310.92, 3641.6, 11.98, 255, 312.76], global_sequence_num=1284)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,545: packet: 'Packet(receive_time=1551418984.5448124, timestamp=135.435712, name=brake, sequence_num=0, data=[30.06, 11.96, 305.6, 3748.8, 11.99, 49, 312.76], global_sequence_num=1285)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,790: packet: 'Packet(receive_time=1551418984.6459045, timestamp=135.536736, name=brake, sequence_num=0, data=[32.01, 11.95, 313.32, 3667.2, 11.99, 244, 312.76], global_sequence_num=1286)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,791: packet: 'Packet(receive_time=1551418984.7490032, timestamp=135.63994, name=brake, sequence_num=0, data=[31.82, 11.96, 312.8, 3637.6, 11.98, 255, 312.76], global_sequence_num=1287)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,850: packet: 'Packet(receive_time=1551418984.8496928, timestamp=135.7405, name=brake, sequence_num=0, data=[30.6, 11.96, 305.8, 3648.0, 11.99, 163, 312.76], global_sequence_num=1288)'
[BrakeControllerBridge @ brake_controller_bridge.py:36][DEBUG] 2019-03-01 00:43:04,951: packet: 'Packet(receive_time=1551418984.9505556, timestamp=135.841056, name=brake, sequence_num=0, data=[30.44, 11.95, 307.32, 3699.2, 11.99, 112, 312.76], global_sequence_num=1289)'
